BLcode,WBcode,region_code,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop
131,"AUS","Advanced Economies","Australia",1870,"M",15,24,26.9,72.7,9.3,0.1,0.0,0.2,0.1,2.51,2.48,0.02,0.01,127
131,"AUS","Advanced Economies","Australia",1875,"M",15,24,14.9,84.6,12.3,0.2,0.0,0.3,0.1,2.97,2.94,0.02,0.01,171
131,"AUS","Advanced Economies","Australia",1880,"M",15,24,16.8,81.7,13.5,1.0,0.2,0.4,0.1,3.01,2.94,0.05,0.01,237
131,"AUS","Advanced Economies","Australia",1885,"M",15,24,15.8,80.9,15.0,2.8,0.6,0.5,0.2,3.21,3.07,0.12,0.01,275
131,"AUS","Advanced Economies","Australia",1890,"M",15,24,14.8,79.6,16.6,5.0,1.1,0.7,0.2,3.44,3.22,0.20,0.02,324
131,"AUS","Advanced Economies","Australia",1895,"M",15,24,14.6,79.0,18.4,5.5,1.3,0.9,0.3,3.56,3.31,0.24,0.02,336
131,"AUS","Advanced Economies","Australia",1900,"M",15,24,16.2,76.7,20.1,6.0,1.5,1.1,0.3,3.62,3.33,0.27,0.03,365
131,"AUS","Advanced Economies","Australia",1905,"M",15,24,16.1,76.1,22.4,6.4,1.7,1.4,0.4,3.76,3.42,0.30,0.04,390
131,"AUS","Advanced Economies","Australia",1910,"M",15,24,7.4,70.8,23.3,16.9,4.9,5.0,1.5,5.13,4.14,0.86,0.13,455
131,"AUS","Advanced Economies","Australia",1915,"M",15,24,6.7,69.5,25.6,18.5,5.6,5.4,1.6,5.37,4.29,0.94,0.14,462
131,"AUS","Advanced Economies","Australia",1920,"M",15,24,6.0,68.0,28.1,20.0,6.5,6.1,1.9,5.65,4.45,1.04,0.16,454
131,"AUS","Advanced Economies","Australia",1925,"M",15,24,7.1,42.9,19.9,43.7,15.0,6.3,1.9,6.97,4.88,1.92,0.16,524
131,"AUS","Advanced Economies","Australia",1930,"M",15,24,5.7,40.1,20.8,48.0,17.7,6.2,1.9,7.35,5.08,2.11,0.16,610
131,"AUS","Advanced Economies","Australia",1935,"M",15,24,4.3,36.9,21.3,52.6,20.6,6.2,1.9,7.74,5.28,2.30,0.16,610
131,"AUS","Advanced Economies","Australia",1940,"M",15,24,2.9,35.1,22.6,54.7,22.6,7.3,2.2,8.10,5.45,2.46,0.19,605
131,"AUS","Advanced Economies","Australia",1945,"M",15,24,1.5,30.9,20.7,59.2,25.0,8.3,2.6,8.51,5.60,2.69,0.22,602
131,"AUS","Advanced Economies","Australia",1950,"M",15,24,1.1,29.3,17.9,56.5,34.4,13.1,4.6,8.98,5.59,3.04,0.35,617
131,"AUS","Advanced Economies","Australia",1955,"M",15,24,0.8,20.6,11.6,64.0,41.2,14.5,4.8,9.54,5.68,3.47,0.39,622
131,"AUS","Advanced Economies","Australia",1960,"M",15,24,0.6,18.4,10.8,65.4,44.9,15.5,4.8,9.78,5.73,3.64,0.41,740
131,"AUS","Advanced Economies","Australia",1965,"M",15,24,0.4,12.3,7.7,67.7,49.2,19.8,6.0,10.37,5.85,4.00,0.52,956
