BLcode,WBcode,region_code,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop
131,"AUS","Advanced Economies","Australia",1870,"M",25,64,44.1,55.8,6.4,0.0,0.0,0.1,0.0,1.88,1.88,0.01,0.00,407
131,"AUS","Advanced Economies","Australia",1875,"M",25,64,41.4,58.4,6.1,0.0,0.0,0.1,0.1,1.96,1.95,0.01,0.00,437
131,"AUS","Advanced Economies","Australia",1880,"M",25,64,37.8,62.0,0.6,0.0,0.0,0.2,0.1,1.91,1.89,0.01,0.01,498
131,"AUS","Advanced Economies","Australia",1885,"M",25,64,30.8,68.9,3.6,0.1,0.0,0.3,0.1,2.22,2.19,0.02,0.01,595
131,"AUS","Advanced Economies","Australia",1890,"M",25,64,20.5,79.0,7.2,0.1,0.0,0.4,0.2,2.65,2.62,0.02,0.01,720
131,"AUS","Advanced Economies","Australia",1895,"M",25,64,7.4,91.9,10.5,0.2,0.0,0.5,0.3,3.16,3.11,0.03,0.02,769
131,"AUS","Advanced Economies","Australia",1900,"M",25,64,17.1,81.2,11.4,1.0,0.2,0.7,0.4,2.97,2.88,0.07,0.02,852
131,"AUS","Advanced Economies","Australia",1905,"M",25,64,16.1,80.9,14.5,2.1,0.6,0.9,0.5,3.19,3.04,0.12,0.03,899
131,"AUS","Advanced Economies","Australia",1910,"M",25,64,15.6,80.2,17.3,3.2,1.0,1.1,0.6,3.38,3.18,0.17,0.03,1032
131,"AUS","Advanced Economies","Australia",1915,"M",25,64,12.6,67.5,16.2,17.3,5.6,2.6,1.6,4.54,3.70,0.76,0.08,1176
131,"AUS","Advanced Economies","Australia",1920,"M",25,64,10.1,71.5,19.0,14.3,4.9,4.1,2.6,4.68,3.82,0.73,0.13,1304
131,"AUS","Advanced Economies","Australia",1925,"M",25,64,8.1,70.9,21.0,15.6,5.7,5.4,3.4,5.04,4.02,0.85,0.18,1442
131,"AUS","Advanced Economies","Australia",1930,"M",25,64,6.3,65.6,21.8,21.1,8.1,7.0,4.6,5.68,4.31,1.14,0.23,1616
131,"AUS","Advanced Economies","Australia",1935,"M",25,64,4.4,60.6,22.6,26.4,10.8,8.5,5.7,6.32,4.59,1.44,0.29,1616
131,"AUS","Advanced Economies","Australia",1940,"M",25,64,3.1,55.5,23.0,31.3,13.6,10.1,6.9,6.89,4.84,1.71,0.34,1756
131,"AUS","Advanced Economies","Australia",1945,"M",25,64,1.8,50.9,23.4,35.9,16.7,11.4,7.9,7.44,5.07,1.98,0.39,1924
131,"AUS","Advanced Economies","Australia",1950,"M",25,64,1.2,44.1,27.9,41.5,23.0,13.2,10.3,8.28,5.44,2.37,0.47,2110
131,"AUS","Advanced Economies","Australia",1955,"M",25,64,1.0,40.2,24.3,44.5,26.0,14.2,10.8,8.52,5.46,2.57,0.50,2324
131,"AUS","Advanced Economies","Australia",1960,"M",25,64,0.9,36.0,20.3,47.8,29.4,15.2,11.6,8.80,5.47,2.78,0.54,2495
131,"AUS","Advanced Economies","Australia",1965,"M",25,64,0.8,32.2,17.8,50.7,32.8,16.2,12.3,9.07,5.51,2.99,0.57,2688
131,"AUS","Advanced Economies","Australia",1970,"M",25,64,0.7,24.9,13.6,39.5,27.2,35.0,26.3,10.33,5.62,3.48,1.23,2950
131,"AUS","Advanced Economies","Australia",1975,"M",25,64,0.8,14.0,7.5,58.1,42.3,27.1,20.1,10.64,5.76,3.94,0.94,3208
131,"AUS","Advanced Economies","Australia",1980,"M",25,64,0.8,7.1,3.7,66.6,50.8,25.3,18.4,11.17,5.84,4.45,0.88,3526
131,"AUS","Advanced Economies","Australia",1985,"M",25,64,0.9,7.0,3.6,64.3,51.9,27.6,19.4,11.44,5.83,4.67,0.94,3893
131,"AUS","Advanced Economies","Australia",1990,"M",25,64,0.9,7.4,3.8,62.9,53.6,28.7,19.4,11.64,5.83,4.84,0.96,4336
131,"AUS","Advanced Economies","Australia",1995,"M",25,64,1.0,7.5,3.9,63.0,56.0,28.6,19.3,11.79,5.84,5.00,0.96,4619
131,"AUS","Advanced Economies","Australia",2000,"M",25,64,0.8,8.1,4.7,66.1,60.5,25.0,16.9,11.65,5.85,4.96,0.84,4991
131,"AUS","Advanced Economies","Australia",2005,"M",25,64,0.7,7.4,4.5,62.2,58.3,29.8,20.2,11.89,5.87,5.01,1.00,5352
131,"AUS","Advanced Economies","Australia",2010,"M",25,64,0.6,6.6,4.3,58.6,40.9,34.3,23.2,11.80,5.90,4.75,1.15,5701
107,"AUT","Advanced Economies","Austria",1870,"M",25,64,45.0,53.0,2.6,1.2,0.2,0.7,0.2,2.51,2.38,0.11,0.02,4156
107,"AUT","Advanced Economies","Austria",1875,"M",25,64,42.8,55.0,6.5,1.3,0.2,0.8,0.3,2.77,2.63,0.12,0.02,4305
107,"AUT","Advanced Economies","Austria",1880,"M",25,64,40.7,57.0,9.8,1.4,0.2,0.8,0.4,3.01,2.85,0.13,0.02,4628
107,"AUT","Advanced Economies","Austria",1885,"M",25,64,38.7,58.8,12.6,1.5,0.1,0.9,0.4,3.22,3.05,0.14,0.03,4700
107,"AUT","Advanced Economies","Austria",1890,"M",25,64,36.6,60.7,15.5,1.7,0.2,1.0,0.5,3.44,3.26,0.15,0.03,4952
107,"AUT","Advanced Economies","Austria",1895,"M",25,64,34.6,62.6,18.3,1.7,0.3,1.0,0.6,3.65,3.46,0.16,0.03,5101
107,"AUT","Advanced Economies","Austria",1900,"M",25,64,32.8,64.2,21.1,1.9,0.4,1.1,0.7,3.87,3.65,0.18,0.04,5402
107,"AUT","Advanced Economies","Austria",1905,"M",25,64,27.6,69.0,24.8,2.1,0.5,1.2,0.8,4.26,4.02,0.20,0.04,5517
107,"AUT","Advanced Economies","Austria",1910,"M",25,64,23.3,72.9,27.9,2.3,0.7,1.4,0.9,4.62,4.33,0.24,0.05,5688
107,"AUT","Advanced Economies","Austria",1915,"M",25,64,20.8,74.7,29.8,2.5,0.8,2.0,1.3,4.90,4.54,0.29,0.07,6149
107,"AUT","Advanced Economies","Austria",1920,"M",25,64,17.8,77.5,32.6,2.4,0.8,2.3,1.5,5.17,4.78,0.31,0.08,1432
107,"AUT","Advanced Economies","Austria",1925,"M",25,64,14.8,79.2,34.5,4.1,1.5,1.9,1.3,5.46,5.02,0.37,0.06,1520
107,"AUT","Advanced Economies","Austria",1930,"M",25,64,11.0,82.1,37.3,2.9,1.1,4.1,2.8,5.96,5.33,0.49,0.14,1624
107,"AUT","Advanced Economies","Austria",1935,"M",25,64,6.8,85.2,40.6,3.5,1.4,4.6,3.2,6.39,5.67,0.56,0.16,1706
107,"AUT","Advanced Economies","Austria",1940,"M",25,64,3.6,87.7,43.5,4.1,1.8,4.6,3.3,6.72,5.95,0.61,0.16,1660
107,"AUT","Advanced Economies","Austria",1945,"M",25,64,2.7,87.8,45.4,5.0,2.4,4.4,3.2,6.89,6.09,0.65,0.15,1645
107,"AUT","Advanced Economies","Austria",1950,"M",25,64,2.3,87.7,52.5,5.8,3.6,4.2,3.5,6.81,5.95,0.71,0.15,1636
107,"AUT","Advanced Economies","Austria",1955,"M",25,64,2.0,87.7,53.9,6.1,3.9,4.2,3.4,6.46,5.57,0.74,0.15,1646
107,"AUT","Advanced Economies","Austria",1960,"M",25,64,1.7,87.6,53.7,6.4,4.0,4.2,3.4,6.07,5.16,0.75,0.15,1629
107,"AUT","Advanced Economies","Austria",1965,"M",25,64,3.2,59.6,38.9,33.0,20.6,4.3,3.4,7.62,4.99,2.49,0.15,1642
107,"AUT","Advanced Economies","Austria",1970,"M",25,64,3.6,39.1,27.3,52.8,34.5,4.5,3.5,8.70,4.69,3.85,0.16,1674
107,"AUT","Advanced Economies","Austria",1975,"M",25,64,1.3,35.0,25.0,58.7,39.5,5.0,3.8,8.88,4.38,4.33,0.18,1707
107,"AUT","Advanced Economies","Austria",1980,"M",25,64,0.1,30.7,22.4,63.9,44.8,5.3,4.0,9.03,4.07,4.77,0.19,1729
