BLcode,WBcode,region_code,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop
131,"AUS","Advanced Economies","Australia",1870,"F",15,24,57.5,42.2,8.1,0.3,0.0,0.0,0.0,1.54,1.53,0.01,0.00,130
131,"AUS","Advanced Economies","Australia",1875,"F",15,24,54.4,45.2,9.4,0.4,0.1,0.0,0.0,1.68,1.66,0.01,0.00,168
131,"AUS","Advanced Economies","Australia",1880,"F",15,24,41.9,57.9,13.0,0.2,0.0,0.0,0.0,2.14,2.14,0.01,0.00,227
131,"AUS","Advanced Economies","Australia",1885,"F",15,24,29.8,61.6,15.0,8.5,1.6,0.0,0.0,3.10,2.81,0.29,0.00,264
131,"AUS","Advanced Economies","Australia",1890,"F",15,24,19.1,65.8,17.3,15.1,3.0,0.0,0.0,3.92,3.40,0.51,0.00,310
131,"AUS","Advanced Economies","Australia",1895,"F",15,24,16.2,67.0,19.0,16.7,3.4,0.0,0.0,4.16,3.59,0.57,0.00,331
131,"AUS","Advanced Economies","Australia",1900,"F",15,24,18.8,63.2,19.3,18.0,3.9,0.1,0.0,4.18,3.56,0.62,0.00,365
131,"AUS","Advanced Economies","Australia",1905,"F",15,24,18.1,62.5,20.7,19.3,4.4,0.1,0.0,4.33,3.66,0.67,0.00,384
131,"AUS","Advanced Economies","Australia",1910,"F",15,24,8.6,71.9,25.7,16.3,4.0,3.1,0.7,4.90,4.10,0.72,0.08,440
131,"AUS","Advanced Economies","Australia",1915,"F",15,24,7.7,70.8,27.4,18.2,4.7,3.3,0.8,5.12,4.23,0.81,0.08,458
131,"AUS","Advanced Economies","Australia",1920,"F",15,24,6.8,69.3,29.0,20.3,5.6,3.6,0.8,5.37,4.38,0.90,0.09,460
131,"AUS","Advanced Economies","Australia",1925,"F",15,24,7.5,41.9,18.9,44.3,12.8,6.3,1.5,6.91,4.86,1.90,0.15,518
131,"AUS","Advanced Economies","Australia",1930,"F",15,24,6.2,39.3,19.1,48.0,14.4,6.5,1.5,7.23,5.02,2.05,0.16,591
131,"AUS","Advanced Economies","Australia",1935,"F",15,24,4.8,36.5,19.2,51.9,16.1,6.8,1.6,7.58,5.19,2.22,0.17,591
131,"AUS","Advanced Economies","Australia",1940,"F",15,24,3.4,35.1,20.0,54.2,17.9,7.3,1.7,7.87,5.34,2.35,0.18,591
131,"AUS","Advanced Economies","Australia",1945,"F",15,24,2.3,31.8,17.8,58.0,19.8,7.9,1.9,8.17,5.44,2.53,0.19,593
131,"AUS","Advanced Economies","Australia",1950,"F",15,24,1.2,31.6,16.0,56.7,31.9,10.5,2.6,8.59,5.46,2.86,0.26,586
131,"AUS","Advanced Economies","Australia",1955,"F",15,24,0.9,23.1,9.9,63.5,37.9,12.5,3.1,9.15,5.55,3.29,0.31,584
131,"AUS","Advanced Economies","Australia",1960,"F",15,24,0.6,19.4,8.0,66.6,42.8,13.3,3.2,9.47,5.62,3.52,0.33,701
131,"AUS","Advanced Economies","Australia",1965,"F",15,24,0.3,12.4,5.6,70.7,49.4,16.6,4.1,10.13,5.78,3.94,0.41,907
131,"AUS","Advanced Economies","Australia",1970,"F",15,24,0.2,4.8,2.3,86.5,65.6,8.4,2.7,10.95,5.91,4.82,0.22,1083
131,"AUS","Advanced Economies","Australia",1975,"F",15,24,2.2,0.9,0.3,73.6,59.2,23.3,7.0,11.98,5.85,5.53,0.61,1162
131,"AUS","Advanced Economies","Australia",1980,"F",15,24,0.3,0.6,0.3,67.9,56.5,31.2,9.0,12.50,5.97,5.72,0.81,1251
131,"AUS","Advanced Economies","Australia",1985,"F",15,24,0.7,8.2,4.4,65.5,55.8,25.7,7.9,11.80,5.85,5.28,0.67,1309
131,"AUS","Advanced Economies","Australia",1990,"F",15,24,0.3,12.3,8.3,61.5,53.1,25.9,8.8,11.22,5.86,4.67,0.69,1337
131,"AUS","Advanced Economies","Australia",1995,"F",15,24,1.3,15.0,12.5,45.6,40.8,38.1,11.4,10.92,5.85,4.09,0.99,1313
131,"AUS","Advanced Economies","Australia",2000,"F",15,24,0.2,16.2,14.6,71.3,69.7,12.4,4.8,10.43,5.94,4.15,0.34,1287
131,"AUS","Advanced Economies","Australia",2005,"F",15,24,0.2,13.6,13.4,72.1,70.0,14.2,5.6,11.02,5.98,4.64,0.40,1379
131,"AUS","Advanced Economies","Australia",2010,"F",15,24,0.1,10.6,10.6,89.3,57.5,0.0,0.0,11.11,6.48,4.63,0.00,1419
107,"AUT","Advanced Economies","Austria",1870,"F",15,24,75.8,24.2,10.1,0.0,0.0,0.0,0.0,1.38,1.37,0.00,0.00,1930
107,"AUT","Advanced Economies","Austria",1875,"F",15,24,73.5,26.4,11.3,0.0,0.0,0.0,0.0,1.52,1.51,0.00,0.00,1957
107,"AUT","Advanced Economies","Austria",1880,"F",15,24,68.7,31.3,13.7,0.0,0.0,0.0,0.0,1.81,1.80,0.00,0.00,2059
107,"AUT","Advanced Economies","Austria",1885,"F",15,24,58.7,41.3,18.5,0.0,0.0,0.0,0.0,2.40,2.40,0.00,0.00,2092
107,"AUT","Advanced Economies","Austria",1890,"F",15,24,46.8,53.1,24.4,0.1,0.0,0.0,0.0,3.11,3.11,0.00,0.00,2206
107,"AUT","Advanced Economies","Austria",1895,"F",15,24,43.0,56.9,26.8,0.1,0.0,0.0,0.0,3.36,3.36,0.01,0.00,2281
107,"AUT","Advanced Economies","Austria",1900,"F",15,24,44.2,55.7,26.9,0.1,0.0,0.0,0.0,3.32,3.31,0.01,0.00,2426
